1,mix
2,madera
3,madera
4,repique
5,repique
6,repique
7,repique
8,repique
9,repique
10,repique
11,repique
12,repique
13,repique
14,repique
15,repique
16,mix
17,madera
18,repique
19,repique
20,mix
21,madera
22,repique
23,repique
24,mix
25,repique
26,repique
27,repique
28,repique
29,repique
30,repique
31,repique
32,repique
33,repique
34,mix
35,madera
36,madera
37,madera
38,repique
39,repique
40,repique
41,repique
42,repique
43,repique
44,repique
45,repique
46,repique
47,repique
48,repique
49,repique
50,repique
51,repique
52,repique
53,repique
54,repique
55,repique
56,repique
57,repique
58,repique
59,repique
60,repique
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,repique
68,repique
69,repique
70,repique
71,repique
72,repique
73,repique
74,repique
75,repique
76,repique
77,repique
78,repique
79,repique
80,repique
81,repique
82,repique
83,repique
