1,mix
2,madera
3,madera
4,madera
5,madera
6,madera
7,madera
8,madera
9,madera
10,madera
11,madera
12,madera
13,madera
14,madera
15,madera
16,madera
17,repique
18,repique
19,repique
20,repique
21,repique
22,repique
23,repique
24,repique
25,mix
26,madera
27,madera
28,madera
29,madera
30,madera
31,madera
32,madera
33,madera
34,mix
35,madera
36,repique
37,repique
38,repique
39,repique
40,repique
41,repique
42,repique
43,repique
44,repique
45,repique
46,repique
47,mix
48,madera
49,madera
50,madera
51,madera
52,madera
53,madera
54,madera
55,madera
56,madera
57,madera
58,madera
59,madera
60,madera
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,repique
68,repique
69,repique
70,repique
71,repique
72,repique
73,repique
74,repique
75,repique
76,repique
77,repique
78,mix
79,madera
80,mix
81,repique
82,repique
83,repique
84,repique
85,madera
86,madera
87,madera
88,madera
89,repique
90,repique
91,repique
92,repique
93,repique
94,repique
95,repique
96,repique
97,madera
98,madera
99,madera
100,madera
101,madera
102,madera
103,repique
104,repique
105,repique
106,repique
107,repique
108,repique
109,repique
110,repique
111,madera
112,madera
113,madera
114,madera
115,madera
116,repique
117,repique
118,repique
119,repique
