1,mix
2,madera
3,repique
4,madera
5,madera
6,madera
7,madera
8,mix
9,madera
10,madera
11,madera
12,madera
13,madera
14,madera
15,repique
16,repique
17,repique
18,repique
19,repique
20,repique
21,repique
22,repique
23,repique
24,repique
25,mix
26,madera
27,madera
28,madera
29,madera
30,madera
31,mix
32,madera
33,madera
34,repique
35,repique
36,repique
37,repique
38,repique
39,repique
40,repique
41,repique
42,repique
43,repique
44,repique
45,mix
46,madera
47,madera
48,madera
49,madera
50,madera
51,madera
52,mix
53,mix
54,mix
55,mix
56,mix
57,mix
58,repique
59,repique
60,repique
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,repique
68,repique
69,repique
70,repique
71,repique
72,repique
73,repique
74,madera
75,madera
76,madera
77,madera
78,madera
79,madera
80,madera
81,madera
82,madera
83,madera
84,madera
85,madera
86,madera
87,madera
88,madera
89,madera
90,repique
91,repique
92,repique
93,repique
94,repique
95,repique
96,repique
97,repique
98,repique
99,repique
100,repique
101,repique
102,repique
103,repique
104,madera
105,madera
106,madera
107,madera
108,madera
