1,mix
2,mix
3,mix
4,repique
5,repique
6,repique
7,repique
8,repique
9,repique
10,repique
11,repique
12,repique
13,repique
14,repique
15,repique
16,mix
17,madera
18,madera
19,madera
20,madera
21,madera
22,madera
23,madera
24,madera
25,repique
26,repique
27,repique
28,repique
29,repique
30,repique
31,repique
32,repique
33,repique
34,mix
35,madera
36,madera
37,madera
38,madera
39,madera
40,madera
41,madera
42,madera
43,madera
44,madera
45,madera
46,repique
47,repique
48,repique
49,repique
50,repique
51,repique
52,repique
53,repique
54,repique
55,repique
56,repique
57,repique
58,repique
59,mix
60,madera
61,madera
62,madera
63,madera
64,madera
65,madera
66,madera
67,madera
68,madera
69,madera
70,madera
71,madera
72,madera
73,madera
74,madera
75,repique
76,repique
77,repique
78,repique
79,repique
80,repique
81,repique
82,repique
83,repique
84,repique
85,repique
86,repique
87,repique
88,repique
89,repique
90,repique
91,repique
92,mix
93,madera
94,madera
95,madera
96,madera
97,madera
98,madera
99,madera
100,madera
101,madera
102,madera
103,madera
104,mix
105,repique
106,repique
107,repique
108,repique
