1,mix
2,mix
3,madera
4,madera
5,madera
6,mix
7,mix
8,mix
9,mix
10,repique
11,repique
12,repique
13,repique
14,repique
15,repique
16,mix
17,repique
18,repique
19,repique
20,repique
21,repique
22,repique
23,repique
24,repique
25,repique
26,repique
27,repique
28,repique
29,repique
30,repique
31,repique
32,repique
33,repique
34,repique
35,repique
36,repique
37,repique
38,repique
39,mix
40,mix
41,repique
42,repique
43,repique
44,repique
45,repique
46,repique
47,repique
48,repique
49,repique
50,repique
51,repique
52,repique
53,repique
54,mix
55,mix
56,repique
57,repique
58,repique
59,repique
60,repique
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,mix
68,mix
69,repique
70,repique
71,repique
72,repique
73,repique
74,mix
75,madera
76,madera
77,mix
78,repique
79,repique
80,repique
81,repique
82,repique
83,repique
84,repique
85,repique
86,mix
87,repique
88,repique
89,repique
90,repique
91,repique
92,mix
93,repique
