1,madera
2,madera
3,madera
4,madera
5,madera
6,madera
7,madera
8,madera
9,madera
10,madera
11,madera
12,madera
13,madera
14,madera
15,repique
16,repique
17,repique
18,repique
19,repique
20,repique
21,repique
22,repique
23,repique
24,repique
25,mix
26,madera
27,repique
28,repique
29,mix
30,madera
31,madera
32,madera
33,madera
34,madera
35,madera
36,madera
37,madera
38,madera
39,repique
40,repique
41,repique
42,repique
43,repique
44,repique
45,repique
46,repique
47,repique
48,repique
49,repique
50,repique
51,mix
52,madera
53,madera
54,madera
55,madera
56,madera
57,madera
58,madera
59,madera
60,repique
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,repique
68,repique
69,repique
70,repique
71,mix
72,madera
73,madera
74,madera
75,madera
76,madera
77,madera
78,madera
79,madera
80,madera
81,madera
82,madera
83,madera
84,madera
85,madera
86,madera
87,madera
88,madera
89,repique
90,repique
91,repique
92,repique
93,repique
94,repique
95,repique
96,repique
97,repique
98,repique
