1,madera
2,madera
3,mix
4,mix
5,repique
6,repique
7,repique
8,repique
9,repique
10,repique
11,repique
12,repique
13,repique
14,repique
15,mix
16,madera
17,madera
18,madera
19,madera
20,madera
21,madera
22,madera
23,madera
24,madera
25,madera
26,madera
27,madera
28,madera
29,madera
30,madera
31,madera
32,madera
33,madera
34,repique
35,repique
36,repique
37,repique
38,repique
39,repique
40,repique
41,repique
42,repique
43,repique
44,repique
45,madera
46,madera
47,madera
48,madera
49,madera
50,madera
51,madera
52,madera
53,madera
54,mix
55,mix
56,repique
57,repique
58,repique
59,repique
60,repique
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,repique
68,mix
69,madera
70,madera
71,madera
72,madera
73,madera
74,madera
75,madera
76,madera
77,madera
78,madera
79,repique
80,repique
81,repique
82,repique
83,repique
84,repique
85,repique
86,repique
87,repique
88,repique
89,repique
90,mix
91,madera
92,madera
93,madera
94,repique
95,repique
96,repique
97,repique
98,repique
99,repique
100,repique
101,repique
102,repique
103,mix
104,madera
105,madera
106,madera
107,repique
108,repique
109,repique
110,repique
111,repique
112,repique
113,repique
114,repique
115,repique
116,repique
117,repique
118,repique
119,repique
120,repique
121,repique
122,repique
123,repique
124,repique
125,repique
126,repique
127,repique
128,repique
129,repique
